"id";"nome";"uf"
"5089";"COXIM";"MS"
"1302";"COXIXOLA";"PB"
"1670";"CRAIBAS";"AL"
"937";"CRATEUS";"CE"
"938";"CRATO";"CE"
"3403";"CRAVINHOS";"SP"
"1934";"CRAVOLANDIA";"BA"
"4376";"CRICIUMA";"SC"
"2458";"CRISOLITA";"MG"
"1935";"CRISOPOLIS";"BA"
"4705";"CRISSIUMAL";"RS"
"2459";"CRISTAIS";"MG"
"3404";"CRISTAIS PAULISTA";"SP"
"4706";"CRISTAL";"RS"
"4707";"CRISTAL DO SUL";"RS"
"352";"CRISTALANDIA";"TO"
"731";"CRISTALANDIA DO PIAUI";"PI"
"2460";"CRISTALIA";"MG"
"5334";"CRISTALINA";"GO"
"2461";"CRISTIANO OTONI";"MG"
"5335";"CRISTIANOPOLIS";"GO"
"2462";"CRISTINA";"MG"
"1762";"CRISTINAPOLIS";"SE"
"732";"CRISTINO CASTRO";"PI"
"1936";"CRISTOPOLIS";"BA"
"5336";"CRIXAS";"GO"
"353";"CRIXAS DO TOCANTINS";"TO"
"939";"CROATA";"CE"
"5337";"CROMINIA";"GO"
"2463";"CRUCILANDIA";"MG"
"940";"CRUZ";"CE"
"4708";"CRUZ ALTA";"RS"
"1937";"CRUZ DAS ALMAS";"BA"
"1303";"CRUZ DO ESPIRITO SANTO";"PB"
"3994";"CRUZ MACHADO";"PR"
"3405";"CRUZALIA";"SP"
"3406";"CRUZEIRO";"SP"
"2464";"CRUZEIRO DA FORTALEZA";"MG"
"3991";"CRUZEIRO DO IGUACU";"PR"
"3992";"CRUZEIRO DO OESTE";"PR"
"3993";"CRUZEIRO DO SUL";"PR"
"4709";"CRUZEIRO DO SUL";"RS"
"58";"CRUZEIRO DO SUL";"AC"
"1104";"CRUZETA";"RN"
"2465";"CRUZILIA";"MG"
"3995";"CRUZMALTINA";"PR"
"3407";"CUBATAO";"SP"
"1304";"CUBATI";"PB"
"5173";"CUIABA";"MT"
"1305";"CUITE";"PB"
"1307";"CUITE DE MAMANGUAPE";"PB"
"1306";"CUITEGI";"PB"
"35";"CUJUBIM";"RO"
"5338";"CUMARI";"GO"
"1514";"CUMARU";"PE"
"192";"CUMARU DO NORTE";"PA"
"1763";"CUMBE";"SE"
"3408";"CUNHA";"SP"
"4377";"CUNHA PORA";"SC"
"4378";"CUNHATAI";"SC"
"2466";"CUPARAQUE";"MG"
"1515";"CUPIRA";"PE"
"1938";"CURACA";"BA"
"733";"CURIMATA";"PI"
"193";"CURIONOPOLIS";"PA"
"3996";"CURITIBA";"PR"
"4379";"CURITIBANOS";"SC"
"3997";"CURIUVA";"PR"
"734";"CURRAIS";"PI"
"1105";"CURRAIS NOVOS";"RN"
"1308";"CURRAL DE CIMA";"PB"
"2467";"CURRAL DE DENTRO";"MG"
"736";"CURRAL NOVO DO PIAUI";"PI"
"1309";"CURRAL VELHO";"PB"
"194";"CURRALINHO";"PA"
"735";"CURRALINHOS";"PI"
"195";"CURUA";"PA"
"196";"CURUCA";"PA"
"513";"CURURUPU";"MA"
"2468";"CURVELO";"MG"
"1516";"CUSTODIA";"PE"
"299";"CUTIAS";"AP"
"5339";"DAMIANOPOLIS";"GO"
"1310";"DAMIAO";"PB"
"5340";"DAMOLANDIA";"GO"
"354";"DARCINOPOLIS";"TO"
"1939";"DARIO MEIRA";"BA"
"2469";"DATAS";"MG"
"4710";"DAVID CANABARRO";"RS"
"514";"DAVINOPOLIS";"MA"
"5341";"DAVINOPOLIS";"GO"
"2470";"DELFIM MOREIRA";"MG"
"2471";"DELFINOPOLIS";"MG"
"1671";"DELMIRO GOUVEIA";"AL"
"2472";"DELTA";"MG"
"737";"DEMERVAL LOBAO";"PI"
"5174";"DENISE";"MT"
"5090";"DEODAPOLIS";"MS"
"941";"DEPUTADO IRAPUAN PINHEIRO";"CE"
"4711";"DERRUBADAS";"RS"
"3409";"DESCALVADO";"SP"
"4380";"DESCANSO";"SC"
"2473";"DESCOBERTO";"MG"
"1311";"DESTERRO";"PB"
"2474";"DESTERRO DE ENTRE RIOS";"MG"
"2475";"DESTERRO DO MELO";"MG"
"4712";"DEZESSEIS DE NOVEMBRO";"RS"
"3410";"DIADEMA";"SP"
"1313";"DIAMANTE";"PB"
"4000";"DIAMANTE D'OESTE";"PR"
"3998";"DIAMANTE DO NORTE";"PR"
"3999";"DIAMANTE DO SUL";"PR"
"2476";"DIAMANTINA";"MG"
"5175";"DIAMANTINO";"MT"
"355";"DIANOPOLIS";"TO"
"1940";"DIAS D'AVILA";"BA"
"4713";"DILERMANDO DE AGUIAR";"RS"
"2477";"DIOGO DE VASCONCELOS";"MG"
"2478";"DIONISIO";"MG"
"4381";"DIONISIO CERQUEIRA";"SC"
"5342";"DIORAMA";"GO"
"3411";"DIRCE REIS";"SP"
"738";"DIRCEU ARCOVERDE";"PI"
"1764";"DIVINA PASTORA";"SE"
"2479";"DIVINESIA";"MG"
"2480";"DIVINO";"MG"
"2481";"DIVINO DAS LARANJEIRAS";"MG"
"3111";"DIVINO DE SAO LOURENCO";"ES"
"3412";"DIVINOLANDIA";"SP"
"2482";"DIVINOLANDIA DE MINAS";"MG"
"2483";"DIVINOPOLIS";"MG"
"5353";"DIVINOPOLIS DE GOIAS";"GO"
"356";"DIVINOPOLIS DO TOCANTINS";"TO"
"2484";"DIVISA ALEGRE";"MG"
"2485";"DIVISA NOVA";"MG"
"2486";"DIVISOPOLIS";"MG"
"3413";"DOBRADA";"SP"
"3414";"DOIS CORREGOS";"SP"
"4714";"DOIS IRMAOS";"RS"
"4715";"DOIS IRMAOS DAS MISSOES";"RS"
"5091";"DOIS IRMAOS DO BURITI";"MS"
"357";"DOIS IRMAOS DO TOCANTINS";"TO"
"4716";"DOIS LAJEADOS";"RS"
"1672";"DOIS RIACHOS";"AL"
"4001";"DOIS VIZINHOS";"PR"
"3415";"DOLCINOPOLIS";"SP"
"5176";"DOM AQUINO";"MT"
"1941";"DOM BASILIO";"BA"
"2487";"DOM BOSCO";"MG"
"2488";"DOM CAVATI";"MG"
"197";"DOM ELISEU";"PA"
"739";"DOM EXPEDITO LOPES";"PI"
"4717";"DOM FELICIANO";"RS"
"741";"DOM INOCENCIO";"PI"
"2489";"DOM JOAQUIM";"MG"
"1942";"DOM MACEDO COSTA";"BA"
"4719";"DOM PEDRITO";"RS"
"515";"DOM PEDRO";"MA"
"4718";"DOM PEDRO DE ALCANTARA";"RS"
"2490";"DOM SILVERIO";"MG"
"2491";"DOM VICOSO";"MG"
"3112";"DOMINGOS MARTINS";"ES"
"740";"DOMINGOS MOURAO";"PI"
"4382";"DONA EMMA";"SC"
"2492";"DONA EUZEBIA";"MG"
"4720";"DONA FRANCISCA";"RS"
"1314";"DONA INES";"PB"
"2493";"DORES DE CAMPOS";"MG"
"2494";"DORES DE GUANHAES";"MG"
"2495";"DORES DO INDAIA";"MG"
"3113";"DORES DO RIO PRETO";"ES"
"2496";"DORES DO TURVO";"MG"
"2497";"DORESOPOLIS";"MG"
"1517";"DORMENTES";"PE"
"4002";"DOURADINA";"PR"
"5092";"DOURADINA";"MS"
"3416";"DOURADO";"SP"
"2498";"DOURADOQUARA";"MG"
"5093";"DOURADOS";"MS"
"4003";"DOUTOR CAMARGO";"PR"
"4721";"DOUTOR MAURICIO CARDOSO";"RS"
"4383";"DOUTOR PEDRINHO";"SC"
"4722";"DOUTOR RICARDO";"RS"
"1106";"DOUTOR SEVERIANO";"RN"
"4298";"DOUTOR ULYSSES";"PR"
"5343";"DOVERLANDIA";"GO"
"3417";"DRACENA";"SP"
"3418";"DUARTINA";"SP"
"3190";"DUAS BARRAS";"RJ"
"1315";"DUAS ESTRADAS";"PB"
"358";"DUERE";"TO"
"3419";"DUMONT";"SP"
"516";"DUQUE BACELAR";"MA"
"3191";"DUQUE DE CAXIAS";"RJ"
"2499";"DURANDE";"MG"
"3420";"ECHAPORA";"SP"
"3114";"ECOPORANGA";"ES"
"5344";"EDEALINA";"GO"
"5345";"EDEIA";"GO"
"96";"EIRUNEPE";"AM"
"5094";"ELDORADO";"MS"
"3421";"ELDORADO";"SP"
"4723";"ELDORADO DO SUL";"RS"
"198";"ELDORADO DOS CARAJAS";"PA"
"742";"ELESBAO VELOSO";"PI"
"3422";"ELIAS FAUSTO";"SP"
"743";"ELISEU MARTINS";"PI"
"3423";"ELISIARIO";"SP"
"1943";"ELISIO MEDRADO";"BA"
"2500";"ELOI MENDES";"MG"
"1316";"EMAS";"PB"
"3424";"EMBAUBA";"SP"
"3425";"EMBU";"SP"
"3426";"EMBU-GUACU";"SP"
"3427";"EMILIANOPOLIS";"SP"
"4724";"ENCANTADO";"RS"
"1108";"ENCANTO";"RN"
"1944";"ENCRUZILHADA";"BA"
"4725";"ENCRUZILHADA DO SUL";"RS"
"4004";"ENEAS MARQUES";"PR"
"4005";"ENGENHEIRO BELTRAO";"PR"
"2501";"ENGENHEIRO CALDAS";"MG"
"3428";"ENGENHEIRO COELHO";"SP"
"2502";"ENGENHEIRO NAVARRO";"MG"
"3192";"ENGENHEIRO PAULO DE FRONT";"RJ"
"4726";"ENGENHO VELHO";"RS"
"2503";"ENTRE FOLHAS";"MG"
"1945";"ENTRE RIOS";"BA"
"4384";"ENTRE RIOS";"SC"
"2504";"ENTRE RIOS DE MINAS";"MG"
"4007";"ENTRE RIOS DO OESTE";"PR"
"4728";"ENTRE RIOS DO SUL";"RS"
"4727";"ENTRE-IJUIS";"RS"
"97";"ENVIRA";"AM"
"59";"EPITACIOLANDIA";"AC"
"1109";"EQUADOR";"RN"
"4729";"EREBANGO";"RS"
"4730";"ERECHIM";"RS"
"942";"ERERE";"CE"
"1827";"ERICO CARDOSO";"BA"
"4385";"ERMO";"SC"
"4731";"ERNESTINA";"RS"
"4733";"ERVAL GRANDE";"RS"
"4734";"ERVAL SECO";"RS"
"4386";"ERVAL VELHO";"SC"
"2505";"ERVALIA";"MG"
"1518";"ESCADA";"PE"
"4735";"ESMERALDA";"RS"
"2506";"ESMERALDAS";"MG"
"2507";"ESPERA FELIZ";"MG"
"1317";"ESPERANCA";"PB"
"4736";"ESPERANCA DO SUL";"RS"
"4006";"ESPERANCA NOVA";"PR"
"359";"ESPERANTINA";"TO"
"744";"ESPERANTINA";"PI"
"517";"ESPERANTINOPOLIS";"MA"
"4008";"ESPIGAO ALTO DO IGUACU";"PR"
"9";"ESPIGAO D'OESTE";"RO"
"2508";"ESPINOSA";"MG"
"1110";"ESPIRITO SANTO";"RN"
"2509";"ESPIRITO SANTO DO DOURADO";"MG"
"3429";"ESPIRITO SANTO DO PINHAL";"SP"
"3430";"ESPIRITO SANTO DO TURVO";"SP"
"1946";"ESPLANADA";"BA"
"4737";"ESPUMOSO";"RS"
"4738";"ESTACAO";"RS"
"1765";"ESTANCIA";"SE"
"4739";"ESTANCIA VELHA";"RS"
"4740";"ESTEIO";"RS"
"2510";"ESTIVA";"MG"
"3902";"ESTIVA GERBI";"SP"
"518";"ESTREITO";"MA"
"4741";"ESTRELA";"RS"
"3431";"ESTRELA D'OESTE";"SP"
"2511";"ESTRELA DALVA";"MG"
"1673";"ESTRELA DE ALAGOAS";"AL"
"2512";"ESTRELA DO INDAIA";"MG"
"3432";"ESTRELA DO NORTE";"SP"
"5346";"ESTRELA DO NORTE";"GO"
"2513";"ESTRELA DO SUL";"MG"
"4742";"ESTRELA VELHA";"RS"
"1947";"EUCLIDES DA CUNHA";"BA"
"3433";"EUCLIDES DA CUNHA PAULIST";"SP"
"4743";"EUGENIO DE CASTRO";"RS"
"2514";"EUGENOPOLIS";"MG"
"1948";"EUNAPOLIS";"BA"
"943";"EUSEBIO";"CE"
"2515";"EWBANK DA CAMARA";"MG"
"2516";"EXTREMA";"MG"
"1111";"EXTREMOZ";"RN"
"1519";"EXU";"PE"
"1318";"FAGUNDES";"PB"
"4744";"FAGUNDES VARELA";"RS"
"5347";"FAINA";"GO"
"2517";"FAMA";"MG"
"2518";"FARIA LEMOS";"MG"
"944";"FARIAS BRITO";"CE"
"199";"FARO";"PA"
"4009";"FAROL";"PR"
"4745";"FARROUPILHA";"RS"
"3434";"FARTURA";"SP"
"745";"FARTURA DO PIAUI";"PI"
"1949";"FATIMA";"BA"
"360";"FATIMA";"TO"
"5095";"FATIMA DO SUL";"MS"
"4010";"FAXINAL";"PR"
"4746";"FAXINAL DO SOTURNO";"RS"
"4387";"FAXINAL DOS GUEDES";"SC"
"4747";"FAXINALZINHO";"RS"
"5348";"FAZENDA NOVA";"GO"
"4011";"FAZENDA RIO GRANDE";"PR"
"4748";"FAZENDA VILANOVA";"RS"
"60";"FEIJO";"AC"
"1950";"FEIRA DA MATA";"BA"
"1951";"FEIRA DE SANTANA";"BA"
"1674";"FEIRA GRANDE";"AL"
"1520";"FEIRA NOVA";"PE"
"1766";"FEIRA NOVA";"SE"
"519";"FEIRA NOVA DO MARANHAO";"MA"
"2519";"FELICIO DOS SANTOS";"MG"
"1112";"FELIPE GUERRA";"RN"
"2521";"FELISBURGO";"MG"
"2522";"FELIXLANDIA";"MG"
"4749";"FELIZ";"RS"
"1675";"FELIZ DESERTO";"AL"
"5177";"FELIZ NATAL";"MT"
"4012";"FENIX";"PR"
"4013";"FERNANDES PINHEIRO";"PR"
"2523";"FERNANDES TOURINHO";"MG"
"1521";"FERNANDO DE NORONHA";"PE"
"520";"FERNANDO FALCAO";"MA"
"1113";"FERNANDO PEDROZA";"RN"
"3436";"FERNANDO PRESTES";"SP"
"3435";"FERNANDOPOLIS";"SP"
"3437";"FERNAO";"SP"
"3438";"FERRAZ DE VASCONCELOS";"SP"
"300";"FERREIRA GOMES";"AP"
"1522";"FERREIROS";"PE"
"2524";"FERROS";"MG"
"2525";"FERVEDOURO";"MG"
"4014";"FIGUEIRA";"PR"
"361";"FIGUEIROPOLIS";"TO"
"5178";"FIGUEIROPOLIS D'OESTE";"MT"
"362";"FILADELFIA";"TO"
"1952";"FILADELFIA";"BA"
"1953";"FIRMINO ALVES";"BA"
"5349";"FIRMINOPOLIS";"GO"
"1676";"FLEXEIRAS";"AL"
"4016";"FLOR DA SERRA DO SUL";"PR"
"4388";"FLOR DO SERTAO";"SC"
"3439";"FLORA RICA";"SP"
"4015";"FLORAI";"PR"
"1114";"FLORANIA";"RN"
"3440";"FLOREAL";"SP"
"1523";"FLORES";"PE"
"4750";"FLORES DA CUNHA";"RS"
"5350";"FLORES DE GOIAS";"GO"
"746";"FLORES DO PIAUI";"PI"
"1524";"FLORESTA";"PE"
"4017";"FLORESTA";"PR"
"1954";"FLORESTA AZUL";"BA"
"200";"FLORESTA DO ARAGUAIA";"PA"
"747";"FLORESTA DO PIAUI";"PI"
"2526";"FLORESTAL";"MG"
"4018";"FLORESTOPOLIS";"PR"
"748";"FLORIANO";"PI"
"4751";"FLORIANO PEIXOTO";"RS"
"4389";"FLORIANOPOLIS";"SC"
"4019";"FLORIDA";"PR"
"3441";"FLORIDA PAULISTA";"SP"
"3442";"FLORINIA";"SP"
"98";"FONTE BOA";"AM"
"4752";"FONTOURA XAVIER";"RS"
"2527";"FORMIGA";"MG"
"4753";"FORMIGUEIRO";"RS"
"5351";"FORMOSA";"GO"
"521";"FORMOSA DA SERRA NEGRA";"MA"
"4020";"FORMOSA DO OESTE";"PR"
"1955";"FORMOSA DO RIO PRETO";"BA"
"4390";"FORMOSA DO SUL";"SC"
"2528";"FORMOSO";"MG"
"5352";"FORMOSO";"GO"
"363";"FORMOSO DO ARAGUAIA";"TO"
"945";"FORQUILHA";"CE"
"4391";"FORQUILHINHA";"SC"
"946";"FORTALEZA";"CE"
"2529";"FORTALEZA DE MINAS";"MG"
"364";"FORTALEZA DO TABOCAO";"TO"
"522";"FORTALEZA DOS NOGUEIRAS";"MA"
"4754";"FORTALEZA DOS VALOS";"RS"
"947";"FORTIM";"CE"
"523";"FORTUNA";"MA"
"2530";"FORTUNA DE MINAS";"MG"
"4021";"FOZ DO IGUACU";"PR"
"4024";"FOZ DO JORDAO";"PR"
"4392";"FRAIBURGO";"SC"
"3443";"FRANCA";"SP"
"749";"FRANCINOPOLIS";"PI"
"4022";"FRANCISCO ALVES";"PR"
"750";"FRANCISCO AYRES";"PI"
"2531";"FRANCISCO BADARO";"MG"
"4023";"FRANCISCO BELTRAO";"PR"
"1115";"FRANCISCO DANTAS";"RN"
"2532";"FRANCISCO DUMONT";"MG"
"751";"FRANCISCO MACEDO";"PI"
"3444";"FRANCISCO MORATO";"SP"
"2533";"FRANCISCO SA";"MG"
"752";"FRANCISCO SANTOS";"PI"
"2534";"FRANCISCOPOLIS";"MG"
"3445";"FRANCO DA ROCHA";"SP"
"948";"FRECHEIRINHA";"CE"
"4755";"FREDERICO WESTPHALEN";"RS"
"2535";"FREI GASPAR";"MG"
"2536";"FREI INOCENCIO";"MG"
"2537";"FREI LAGONEGRO";"MG"
"1319";"FREI MARTINHO";"PB"
"1525";"FREI MIGUELINHO";"PE"
"1767";"FREI PAULO";"SE"
"4393";"FREI ROGERIO";"SC"
"2538";"FRONTEIRA";"MG"
"2539";"FRONTEIRA DOS VALES";"MG"
"753";"FRONTEIRAS";"PI"
"2540";"FRUTA DE LEITE";"MG"
"2541";"FRUTAL";"MG"
"1116";"FRUTUOSO GOMES";"RN"
"3115";"FUNDAO";"ES"
"2542";"FUNILANDIA";"MG"
"3446";"GABRIEL MONTEIRO";"SP"
"1320";"GADO BRAVO";"PB"
"3447";"GALIA";"SP"
"2543";"GALILEIA";"MG"
"1117";"GALINHOS";"RN"
"4394";"GALVAO";"SC"
"1526";"GAMELEIRA";"PE"
"2544";"GAMELEIRAS";"MG"
"1956";"GANDU";"BA"
"1527";"GARANHUNS";"PE"
"1768";"GARARU";"SE"
"3448";"GARCA";"SP"
"4756";"GARIBALDI";"RS"
"4395";"GAROPABA";"SC"
"201";"GARRAFAO DO NORTE";"PA"
"4757";"GARRUCHOS";"RS"
"4396";"GARUVA";"SC"
"4397";"GASPAR";"SC"
"3449";"GASTAO VIDIGAL";"SP"
"5179";"GAUCHA DO NORTE";"MT"
"4758";"GAURAMA";"RS"
"1957";"GAVIAO";"BA"
"3450";"GAVIAO PEIXOTO";"SP"
"754";"GEMINIANO";"PI"
"4759";"GENERAL CAMARA";"RS"
"4025";"GENERAL CARNEIRO";"PR"
"5180";"GENERAL CARNEIRO";"MT"
"1769";"GENERAL MAYNARD";"SE"
"3451";"GENERAL SALGADO";"SP"
"949";"GENERAL SAMPAIO";"CE"
"4760";"GENTIL";"RS"
"1958";"GENTIO DO OURO";"BA"
"3452";"GETULINA";"SP"
"4761";"GETULIO VARGAS";"RS"
"755";"GILBUES";"PI"
"1677";"GIRAU DO PONCIANO";"AL"
"4762";"GIRUA";"RS"
"2545";"GLAUCILANDIA";"MG"
"3453";"GLICERIO";"SP"
"1959";"GLORIA";"BA"
"5181";"GLORIA D'OESTE";"MT"
"5096";"GLORIA DE DOURADOS";"MS"
"1528";"GLORIA DO GOITA";"PE"
"4763";"GLORINHA";"RS"
"524";"GODOFREDO VIANA";"MA"
"4026";"GODOY MOREIRA";"PR"
"2546";"GOIABEIRA";"MG"
"1529";"GOIANA";"PE"
"2547";"GOIANA";"MG"
"5354";"GOIANAPOLIS";"GO"
"5355";"GOIANDIRA";"GO"
"5356";"GOIANESIA";"GO"
"202";"GOIANESIA DO PARA";"PA"
"5357";"GOIANIA";"GO"
"1118";"GOIANINHA";"RN"
"5358";"GOIANIRA";"GO"
"365";"GOIANORTE";"TO"
"5359";"GOIAS";"GO"
"366";"GOIATINS";"TO"
"5360";"GOIATUBA";"GO"
"4027";"GOIOERE";"PR"
"4028";"GOIOXIM";"PR"
"2548";"GONCALVES";"MG"
"525";"GONCALVES DIAS";"MA"
"1960";"GONGOGI";"BA"
"2549";"GONZAGA";"MG"
"2550";"GOUVEA";"MG"
"5361";"GOUVELANDIA";"GO"
"526";"GOVERNADOR ARCHER";"MA"
"4398";"GOVERNADOR CELSO RAMOS";"SC"
"1119";"GOVERNADOR DIX-SEPT ROSAD";"RN"
"527";"GOVERNADOR EDISON LOBAO";"MA"
"528";"GOVERNADOR EUGENIO BARROS";"MA"
"36";"GOVERNADOR JORGE TEIXEIRA";"RO"
"529";"GOVERNADOR LUIZ ROCHA";"MA"
"1961";"GOVERNADOR MANGABEIRA";"BA"
"530";"GOVERNADOR NEWTON BELLO";"MA"
"531";"GOVERNADOR NUNES FREIRE";"MA"
"2551";"GOVERNADOR VALADARES";"MG"
"950";"GRACA";"CE"
"532";"GRACA ARANHA";"MA"
"1770";"GRACHO CARDOSO";"SE"
"533";"GRAJAU";"MA"
"4764";"GRAMADO";"RS"
"4765";"GRAMADO DOS LOUREIROS";"RS"
"4766";"GRAMADO XAVIER";"RS"
"4029";"GRANDES RIOS";"PR"
"1530";"GRANITO";"PE"
"951";"GRANJA";"CE"
"952";"GRANJEIRO";"CE"
"2552";"GRAO MOGOL";"MG"
"4399";"GRAO PARA";"SC"
"1531";"GRAVATA";"PE"
"4767";"GRAVATAI";"RS"
"4400";"GRAVATAL";"SC"
"953";"GROAIRAS";"CE"
"1120";"GROSSOS";"RN"
"2553";"GRUPIARA";"MG"
"4768";"GUABIJU";"RS"
"4401";"GUABIRUBA";"SC"
"3116";"GUACUI";"ES"
"756";"GUADALUPE";"PI"
"4769";"GUAIBA";"RS"
"3454";"GUAICARA";"SP"
"3455";"GUAIMBE";"SP"
"4030";"GUAIRA";"PR"
"3456";"GUAIRA";"SP"
"4031";"GUAIRACA";"PR"
"954";"GUAIUBA";"CE"
"99";"GUAJARA";"AM"
"10";"GUAJARA-MIRIM";"RO"
"1962";"GUAJERU";"BA"
"1121";"GUAMARE";"RN"
"4032";"GUAMIRANGA";"PR"
"1963";"GUANAMBI";"BA"
"2554";"GUANHAES";"MG"
"2555";"GUAPE";"MG"
"3457";"GUAPIACU";"SP"
"3458";"GUAPIARA";"SP"
"3193";"GUAPIMIRIM";"RJ"
"4033";"GUAPIRAMA";"PR"
"5362";"GUAPO";"GO"
"4770";"GUAPORE";"RS"
"4034";"GUAPOREMA";"PR"
"3459";"GUARA";"SP"
"1321";"GUARABIRA";"PB"
"3460";"GUARACAI";"SP"
"4035";"GUARACI";"PR"
"3461";"GUARACI";"SP"
"2556";"GUARACIABA";"MG"
"4402";"GUARACIABA";"SC"
"955";"GUARACIABA DO NORTE";"CE"
"2557";"GUARACIAMA";"MG"
"367";"GUARAI";"TO"
"5363";"GUARAITA";"GO"
"956";"GUARAMIRANGA";"CE"
"4403";"GUARAMIRIM";"SC"
"2558";"GUARANESIA";"MG"
"2559";"GUARANI";"MG"
"3462";"GUARANI D'OESTE";"SP"
"4771";"GUARANI DAS MISSOES";"RS"
"5364";"GUARANI DE GOIAS";"GO"
"4036";"GUARANIACU";"PR"
"3463";"GUARANTA";"SP"
"5182";"GUARANTA DO NORTE";"MT"
"3117";"GUARAPARI";"ES"
"4037";"GUARAPUAVA";"PR"
"4038";"GUARAQUECABA";"PR"
"2560";"GUARARA";"MG"
"3464";"GUARARAPES";"SP"
"3465";"GUARAREMA";"SP"
"1964";"GUARATINGA";"BA"
"3466";"GUARATINGUETA";"SP"
"4039";"GUARATUBA";"PR"
"2561";"GUARDA-MOR";"MG"
"3467";"GUAREI";"SP"
"3468";"GUARIBA";"SP"
"757";"GUARIBAS";"PI"
"5365";"GUARINOS";"GO"
"3469";"GUARUJA";"SP"
"4404";"GUARUJA DO SUL";"SC"
"3470";"GUARULHOS";"SP"
"4405";"GUATAMBU";"SC"
"3471";"GUATAPARA";"SP"
"2562";"GUAXUPE";"MG"
"5097";"GUIA LOPES DA LAGUNA";"MS"
"2563";"GUIDOVAL";"MG"
"534";"GUIMARAES";"MA"
"2564";"GUIMARANIA";"MG"
"5183";"GUIRATINGA";"MT"
"2565";"GUIRICEMA";"MG"
"2566";"GURINHATA";"MG"
"1322";"GURINHEM";"PB"
"1323";"GURJAO";"PB"
"203";"GURUPA";"PA"
"368";"GURUPI";"TO"
"3472";"GUZOLANDIA";"SP"
"4772";"HARMONIA";"RS"
"5366";"HEITORAI";"GO"
"2567";"HELIODORA";"MG"
"1965";"HELIOPOLIS";"BA"
"3473";"HERCULANDIA";"SP"
"4732";"HERVAL";"RS"
"4406";"HERVAL D'OESTE";"SC"
"4773";"HERVEIRAS";"RS"
"5367";"HIDROLANDIA";"GO"
"957";"HIDROLANDIA";"CE"
"5368";"HIDROLINA";"GO"
"3474";"HOLAMBRA";"SP"
"4040";"HONORIO SERPA";"PR"
"958";"HORIZONTE";"CE"
"4774";"HORIZONTINA";"RS"
"3475";"HORTOLANDIA";"SP"
"758";"HUGO NAPOLEAO";"PI"
"4775";"HULHA NEGRA";"RS"
"4776";"HUMAITA";"RS"
"100";"HUMAITA";"AM"
"535";"HUMBERTO DE CAMPOS";"MA"
"3476";"IACANGA";"SP"
"5369";"IACIARA";"GO"
"3477";"IACRI";"SP"
"1966";"IACU";"BA"
"2568";"IAPU";"MG"
"3478";"IARAS";"SP"
"1532";"IATI";"PE"
"4041";"IBAITI";"PR"
"4777";"IBARAMA";"RS"
"959";"IBARETAMA";"CE"
"3479";"IBATE";"SP"
"1678";"IBATEGUARA";"AL"
"3118";"IBATIBA";"ES"
"4042";"IBEMA";"PR"
"2569";"IBERTIOGA";"MG"
"2570";"IBIA";"MG"
"4778";"IBIACA";"RS"
"2571";"IBIAI";"MG"
"4407";"IBIAM";"SC"
"960";"IBIAPINA";"CE"
"1324";"IBIARA";"PB"
"1967";"IBIASSUCE";"BA"
"1968";"IBICARAI";"BA"
"4408";"IBICARE";"SC"
"1969";"IBICOARA";"BA"
"1970";"IBICUI";"BA"
"961";"IBICUITINGA";"CE"
"1533";"IBIMIRIM";"PE"
"1971";"IBIPEBA";"BA"
"1972";"IBIPITANGA";"BA"
"4043";"IBIPORA";"PR"
"1973";"IBIQUERA";"BA"
"3480";"IBIRA";"SP"
"2572";"IBIRACATU";"MG"
"2573";"IBIRACI";"MG"
"3119";"IBIRACU";"ES"
"4779";"IBIRAIARAS";"RS"
"1534";"IBIRAJUBA";"PE"
"4409";"IBIRAMA";"SC"
"1974";"IBIRAPITANGA";"BA"
"1975";"IBIRAPUA";"BA"
"4780";"IBIRAPUITA";"RS"
"3481";"IBIRAREMA";"SP"
"1976";"IBIRATAIA";"BA"
"2574";"IBIRITE";"MG"
"4781";"IBIRUBA";"RS"
"1977";"IBITIARA";"BA"
"3482";"IBITINGA";"SP"
"3120";"IBITIRAMA";"ES"
"1978";"IBITITA";"BA"
"2575";"IBITIURA DE MINAS";"MG"
"2576";"IBITURUNA";"MG"
"3483";"IBIUNA";"SP"
"1979";"IBOTIRAMA";"BA"
"962";"ICAPUI";"CE"
"4410";"ICARA";"SC"
"2577";"ICARAI DE MINAS";"MG"
"4044";"ICARAIMA";"PR"
"536";"ICATU";"MA"
"3484";"ICEM";"SP"
"1980";"ICHU";"BA"
"963";"ICO";"CE"
"3121";"ICONHA";"ES"
"1122";"IELMO MARINHO";"RN"
"3485";"IEPE";"SP"
"1679";"IGACI";"AL"
"1981";"IGAPORA";"BA"
"3486";"IGARACU DO TIETE";"SP"
"1273";"IGARACY";"PB"
"3487";"IGARAPAVA";"SP"
"2578";"IGARAPE";"MG"
"537";"IGARAPE DO MEIO";"MA"
"538";"IGARAPE GRANDE";"MA"
"204";"IGARAPE-ACU";"PA"
"205";"IGARAPE-MIRI";"PA"
"1535";"IGARASSU";"PE"
"3488";"IGARATA";"SP"
"2579";"IGARATINGA";"MG"
"1982";"IGRAPIUNA";"BA"
"1680";"IGREJA NOVA";"AL"
"4782";"IGREJINHA";"RS"
"3194";"IGUABA GRANDE";"RJ"
"1983";"IGUAI";"BA"
"3489";"IGUAPE";"SP"
"1536";"IGUARACI";"PE"
"4045";"IGUARACU";"PR"
